token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,freeze_qty
68939,APLAPOLLO30JUN261740PE,APLAPOLLO,30JUN2026,174000.000000,350,OPTSTK,NFO,5.000000,10501
68951,APLAPOLLO30JUN261900PE,APLAPOLLO,30JUN2026,190000.000000,350,OPTSTK,NFO,5.000000,10501
68952,APLAPOLLO30JUN261940CE,APLAPOLLO,30JUN2026,194000.000000,350,OPTSTK,NFO,5.000000,10501
68963,APLAPOLLO30JUN262100PE,APLAPOLLO,30JUN2026,210000.000000,350,OPTSTK,NFO,5.000000,10501
78520,MIDCPNIFTY30JUN2613300CE,MIDCPNIFTY,30JUN2026,1330000.000000,120,OPTIDX,NFO,5.000000,2801
78533,BIOCON28JUL26340PE,BIOCON,28JUL2026,34000.000000,2500,OPTSTK,NFO,5.000000,50001
78539,BIOCON28JUL26360CE,BIOCON,28JUL2026,36000.000000,2500,OPTSTK,NFO,5.000000,50001
78547,BIOCON28JUL26390PE,BIOCON,28JUL2026,39000.000000,2500,OPTSTK,NFO,5.000000,50001
144533,SHRIRAMFIN28JUL26890CE,SHRIRAMFIN,28JUL2026,89000.000000,825,OPTSTK,NFO,5.000000,24751
144534,SHRIRAMFIN28JUL26890PE,SHRIRAMFIN,28JUL2026,89000.000000,825,OPTSTK,NFO,5.000000,24751
144549,SHRIRAMFIN28JUL26970CE,SHRIRAMFIN,28JUL2026,97000.000000,825,OPTSTK,NFO,5.000000,24751
144586,MARUTI30JUN2611400PE,MARUTI,30JUN2026,1140000.000000,50,OPTSTK,NFO,5.000000,2001
69024,APLAPOLLO28JUL261720CE,APLAPOLLO,28JUL2026,172000.000000,350,OPTSTK,NFO,5.000000,10501
69146,APOLLOHOSP30JUN268050CE,APOLLOHOSP,30JUN2026,805000.000000,125,OPTSTK,NFO,5.000000,3751
69147,APOLLOHOSP30JUN268050PE,APOLLOHOSP,30JUN2026,805000.000000,125,OPTSTK,NFO,5.000000,3751
69150,APOLLOHOSP30JUN268250CE,APOLLOHOSP,30JUN2026,825000.000000,125,OPTSTK,NFO,5.000000,3751
78588,MIDCPNIFTY30JUN2613500PE,MIDCPNIFTY,30JUN2026,1350000.000000,120,OPTIDX,NFO,5.000000,2801
78609,BLUESTARCO30JUN261660CE,BLUESTARCO,30JUN2026,166000.000000,325,OPTSTK,NFO,5.000000,13001
78616,MIDCPNIFTY30JUN2613625CE,MIDCPNIFTY,30JUN2026,1362500.000000,120,OPTIDX,NFO,5.000000,2801
78630,MIDCPNIFTY30JUN2613800CE,MIDCPNIFTY,30JUN2026,1380000.000000,120,OPTIDX,NFO,5.000000,2801
78644,MIDCPNIFTY30JUN2613975CE,MIDCPNIFTY,30JUN2026,1397500.000000,120,OPTIDX,NFO,5.000000,2801
78661,MIDCPNIFTY30JUN2614175PE,MIDCPNIFTY,30JUN2026,1417500.000000,120,OPTIDX,NFO,5.000000,2801
78666,BLUESTARCO30JUN261780PE,BLUESTARCO,30JUN2026,178000.000000,325,OPTSTK,NFO,5.000000,13001
78679,BLUESTARCO30JUN261860PE,BLUESTARCO,30JUN2026,186000.000000,325,OPTSTK,NFO,5.000000,13001
144591,MARUTI30JUN2612000CE,MARUTI,30JUN2026,1200000.000000,50,OPTSTK,NFO,5.000000,2001
144613,MARUTI30JUN2614200CE,MARUTI,30JUN2026,1420000.000000,50,OPTSTK,NFO,5.000000,2001
144618,MARUTI30JUN2614600PE,MARUTI,30JUN2026,1460000.000000,50,OPTSTK,NFO,5.000000,2001
144727,TECHM30JUN261460CE,TECHM,30JUN2026,146000.000000,600,OPTSTK,NFO,5.000000,18001
69169,APOLLOHOSP30JUN269150PE,APOLLOHOSP,30JUN2026,915000.000000,125,OPTSTK,NFO,5.000000,3751
69179,APOLLOHOSP30JUN269700PE,APOLLOHOSP,30JUN2026,970000.000000,125,OPTSTK,NFO,5.000000,3751
69247,APOLLOHOSP28JUL267500CE,APOLLOHOSP,28JUL2026,750000.000000,125,OPTSTK,NFO,5.000000,3751
69264,ALKEM25AUG264700CE,ALKEM,25AUG2026,470000.000000,125,OPTSTK,NFO,5.000000,5001
78708,BOSCHLTD25AUG2635500CE,BOSCHLTD,25AUG2026,3550000.000000,25,OPTSTK,NFO,5.000000,751
78721,BOSCHLTD25AUG2638000PE,BOSCHLTD,25AUG2026,3800000.000000,25,OPTSTK,NFO,5.000000,751
78738,BOSCHLTD25AUG2639500PE,BOSCHLTD,25AUG2026,3950000.000000,25,OPTSTK,NFO,5.000000,751
78742,BOSCHLTD25AUG2640500PE,BOSCHLTD,25AUG2026,4050000.000000,25,OPTSTK,NFO,5.000000,751
69266,APOLLOHOSP28JUL268200CE,APOLLOHOSP,28JUL2026,820000.000000,125,OPTSTK,NFO,5.000000,3751
69278,APOLLOHOSP28JUL268800CE,APOLLOHOSP,28JUL2026,880000.000000,125,OPTSTK,NFO,5.000000,3751
69286,APOLLOHOSP28JUL269200CE,APOLLOHOSP,28JUL2026,920000.000000,125,OPTSTK,NFO,5.000000,3751
69294,APOLLOHOSP28JUL269600CE,APOLLOHOSP,28JUL2026,960000.000000,125,OPTSTK,NFO,5.000000,3751
144731,TECHM30JUN261540CE,TECHM,30JUN2026,154000.000000,600,OPTSTK,NFO,5.000000,18001
144738,TECHM30JUN261620PE,TECHM,30JUN2026,162000.000000,600,OPTSTK,NFO,5.000000,18001
144743,TECHM30JUN261740CE,TECHM,30JUN2026,174000.000000,600,OPTSTK,NFO,5.000000,18001
144771,TECHM28JUL261280CE,TECHM,28JUL2026,128000.000000,600,OPTSTK,NFO,5.000000,18001
78744,BOSCHLTD25AUG2641000PE,BOSCHLTD,25AUG2026,4100000.000000,25,OPTSTK,NFO,5.000000,751
78772,MIDCPNIFTY30JUN2614500PE,MIDCPNIFTY,30JUN2026,1450000.000000,120,OPTIDX,NFO,5.000000,2801
78773,MIDCPNIFTY30JUN2614600CE,MIDCPNIFTY,30JUN2026,1460000.000000,120,OPTIDX,NFO,5.000000,2801
78790,MIDCPNIFTY30JUN2615300PE,MIDCPNIFTY,30JUN2026,1530000.000000,120,OPTIDX,NFO,5.000000,2801
69326,ASHOKLEY30JUN26137.5CE,ASHOKLEY,30JUN2026,13750.000000,5000,OPTSTK,NFO,1.000000,150001
69333,ASHOKLEY30JUN26152.5PE,ASHOKLEY,30JUN2026,15250.000000,5000,OPTSTK,NFO,1.000000,150001
69379,ALKEM25AUG265500CE,ALKEM,25AUG2026,550000.000000,125,OPTSTK,NFO,5.000000,5001
69394,ASHOKLEY28JUL26120CE,ASHOKLEY,28JUL2026,12000.000000,5000,OPTSTK,NFO,1.000000,150001
78817,BPCL28JUL26275CE,BPCL,28JUL2026,27500.000000,1975,OPTSTK,NFO,5.000000,79001
78825,MIDCPNIFTY30JUN2615900PE,MIDCPNIFTY,30JUN2026,1590000.000000,120,OPTIDX,NFO,5.000000,2801
78849,BPCL28JUL26275PE,BPCL,28JUL2026,27500.000000,1975,OPTSTK,NFO,5.000000,79001
78866,BPCL28JUL26335CE,BPCL,28JUL2026,33500.000000,1975,OPTSTK,NFO,5.000000,79001
144778,TECHM28JUL261400PE,TECHM,28JUL2026,140000.000000,600,OPTSTK,NFO,5.000000,18001
144780,TECHM28JUL261440PE,TECHM,28JUL2026,144000.000000,600,OPTSTK,NFO,5.000000,18001
144829,TIINDIA30JUN262620CE,TIINDIA,30JUN2026,262000.000000,200,OPTSTK,NFO,5.000000,8001
144832,TIINDIA30JUN262660PE,TIINDIA,30JUN2026,266000.000000,200,OPTSTK,NFO,5.000000,8001
69412,ALKEM25AUG266100PE,ALKEM,25AUG2026,610000.000000,125,OPTSTK,NFO,5.000000,5001
69413,ALKEM25AUG266200CE,ALKEM,25AUG2026,620000.000000,125,OPTSTK,NFO,5.000000,5001
69416,ALKEM25AUG266300PE,ALKEM,25AUG2026,630000.000000,125,OPTSTK,NFO,5.000000,5001
69419,ALKEM25AUG266500CE,ALKEM,25AUG2026,650000.000000,125,OPTSTK,NFO,5.000000,5001
69421,ASHOKLEY28JUL26145CE,ASHOKLEY,28JUL2026,14500.000000,5000,OPTSTK,NFO,1.000000,150001
69600,AMBER28JUL266700CE,AMBER,28JUL2026,670000.000000,100,OPTSTK,NFO,5.000000,3001
69619,ASIANPAINT30JUN262620CE,ASIANPAINT,30JUN2026,262000.000000,250,OPTSTK,NFO,5.000000,10001
69633,AMBER28JUL267500CE,AMBER,28JUL2026,750000.000000,100,OPTSTK,NFO,5.000000,3001
78868,BLUESTARCO28JUL261280PE,BLUESTARCO,28JUL2026,128000.000000,325,OPTSTK,NFO,5.000000,13001
78880,BLUESTARCO28JUL261320PE,BLUESTARCO,28JUL2026,132000.000000,325,OPTSTK,NFO,5.000000,13001
78886,BLUESTARCO28JUL261440CE,BLUESTARCO,28JUL2026,144000.000000,325,OPTSTK,NFO,5.000000,13001
78887,BLUESTARCO28JUL261440PE,BLUESTARCO,28JUL2026,144000.000000,325,OPTSTK,NFO,5.000000,13001
144836,TIINDIA30JUN262740PE,TIINDIA,30JUN2026,274000.000000,200,OPTSTK,NFO,5.000000,8001
144837,TIINDIA30JUN262780CE,TIINDIA,30JUN2026,278000.000000,200,OPTSTK,NFO,5.000000,8001
144840,TIINDIA30JUN262820PE,TIINDIA,30JUN2026,282000.000000,200,OPTSTK,NFO,5.000000,8001
144854,SHRIRAMFIN28JUL261130PE,SHRIRAMFIN,28JUL2026,113000.000000,825,OPTSTK,NFO,5.000000,24751
69635,AMBER28JUL267700CE,AMBER,28JUL2026,770000.000000,100,OPTSTK,NFO,5.000000,3001
69733,AMBER25AUG266400CE,AMBER,25AUG2026,640000.000000,100,OPTSTK,NFO,5.000000,3001
69741,AMBER25AUG267200CE,AMBER,25AUG2026,720000.000000,100,OPTSTK,NFO,5.000000,3001
69744,AMBER25AUG267400PE,AMBER,25AUG2026,740000.000000,100,OPTSTK,NFO,5.000000,3001
78902,BLUESTARCO28JUL261640PE,BLUESTARCO,28JUL2026,164000.000000,325,OPTSTK,NFO,5.000000,13001
78920,BLUESTARCO28JUL261880PE,BLUESTARCO,28JUL2026,188000.000000,325,OPTSTK,NFO,5.000000,13001
79006,BPCL25AUG26270PE,BPCL,25AUG2026,27000.000000,1975,OPTSTK,NFO,5.000000,79001
79030,BOSCHLTD30JUN2638750CE,BOSCHLTD,30JUN2026,3875000.000000,25,OPTSTK,NFO,5.000000,751
144902,SHRIRAMFIN25AUG26820CE,SHRIRAMFIN,25AUG2026,82000.000000,825,OPTSTK,NFO,5.000000,24751
144903,SHRIRAMFIN25AUG26820PE,SHRIRAMFIN,25AUG2026,82000.000000,825,OPTSTK,NFO,5.000000,24751
144986,SHRIRAMFIN25AUG261100PE,SHRIRAMFIN,25AUG2026,110000.000000,825,OPTSTK,NFO,5.000000,24751
144989,SHRIRAMFIN25AUG261140CE,SHRIRAMFIN,25AUG2026,114000.000000,825,OPTSTK,NFO,5.000000,24751
69752,AMBER25AUG268200PE,AMBER,25AUG2026,820000.000000,100,OPTSTK,NFO,5.000000,3001
69837,ASIANPAINT30JUN262900PE,ASIANPAINT,30JUN2026,290000.000000,250,OPTSTK,NFO,5.000000,10001
69921,AMBUJACEM28JUL26395PE,AMBUJACEM,28JUL2026,39500.000000,1200,OPTSTK,NFO,5.000000,60001
69924,AMBUJACEM28JUL26405CE,AMBUJACEM,28JUL2026,40500.000000,1200,OPTSTK,NFO,5.000000,60001
79061,BPCL25AUG26330PE,BPCL,25AUG2026,33000.000000,1975,OPTSTK,NFO,5.000000,79001
79062,BPCL25AUG26340CE,BPCL,25AUG2026,34000.000000,1975,OPTSTK,NFO,5.000000,79001
79272,BOSCHLTD28JUL2632500PE,BOSCHLTD,28JUL2026,3250000.000000,25,OPTSTK,NFO,5.000000,751
79274,BOSCHLTD28JUL2633000PE,BOSCHLTD,28JUL2026,3300000.000000,25,OPTSTK,NFO,5.000000,751
145018,TIINDIA30JUN263420CE,TIINDIA,30JUN2026,342000.000000,200,OPTSTK,NFO,5.000000,8001
145072,TIINDIA28JUL262680CE,TIINDIA,28JUL2026,268000.000000,200,OPTSTK,NFO,5.000000,8001
145086,TIINDIA28JUL262960CE,TIINDIA,28JUL2026,296000.000000,200,OPTSTK,NFO,5.000000,8001
145087,TIINDIA28JUL262960PE,TIINDIA,28JUL2026,296000.000000,200,OPTSTK,NFO,5.000000,8001
69938,AMBUJACEM28JUL26415CE,AMBUJACEM,28JUL2026,41500.000000,1200,OPTSTK,NFO,5.000000,60001
69950,ASIANPAINT28JUL262720CE,ASIANPAINT,28JUL2026,272000.000000,250,OPTSTK,NFO,5.000000,10001
69952,ASIANPAINT28JUL262760CE,ASIANPAINT,28JUL2026,276000.000000,250,OPTSTK,NFO,5.000000,10001
69955,ASIANPAINT28JUL262800PE,ASIANPAINT,28JUL2026,280000.000000,250,OPTSTK,NFO,5.000000,10001
79286,BOSCHLTD28JUL2636000CE,BOSCHLTD,28JUL2026,3600000.000000,25,OPTSTK,NFO,5.000000,751
79316,BRITANNIA28JUL264450PE,BRITANNIA,28JUL2026,445000.000000,125,OPTSTK,NFO,5.000000,3751
79334,BRITANNIA28JUL264950PE,BRITANNIA,28JUL2026,495000.000000,125,OPTSTK,NFO,5.000000,3751
79335,BRITANNIA28JUL265050CE,BRITANNIA,28JUL2026,505000.000000,125,OPTSTK,NFO,5.000000,3751
145095,TIINDIA28JUL263120PE,TIINDIA,28JUL2026,312000.000000,200,OPTSTK,NFO,5.000000,8001
145101,TIINDIA28JUL263240PE,TIINDIA,28JUL2026,324000.000000,200,OPTSTK,NFO,5.000000,8001
145102,TIINDIA28JUL263280CE,TIINDIA,28JUL2026,328000.000000,200,OPTSTK,NFO,5.000000,8001
145103,TIINDIA28JUL263280PE,TIINDIA,28JUL2026,328000.000000,200,OPTSTK,NFO,5.000000,8001
79351,BRITANNIA28JUL265150PE,BRITANNIA,28JUL2026,515000.000000,125,OPTSTK,NFO,5.000000,3751
79370,BOSCHLTD28JUL2641000PE,BOSCHLTD,28JUL2026,4100000.000000,25,OPTSTK,NFO,5.000000,751
79377,NIFTY30JUN2620250CE,NIFTY,30JUN2026,2025000.000000,65,OPTIDX,NFO,5.000000,1801
79402,BOSCHLTD28JUL2644500PE,BOSCHLTD,28JUL2026,4450000.000000,25,OPTSTK,NFO,5.000000,751
69970,ASIANPAINT28JUL263080CE,ASIANPAINT,28JUL2026,308000.000000,250,OPTSTK,NFO,5.000000,10001
70050,AMBUJACEM28JUL26505PE,AMBUJACEM,28JUL2026,50500.000000,1200,OPTSTK,NFO,5.000000,60001
70053,ASTRAL30JUN261220PE,ASTRAL,30JUN2026,122000.000000,425,OPTSTK,NFO,5.000000,17001
70159,ASTRAL30JUN261540PE,ASTRAL,30JUN2026,154000.000000,425,OPTSTK,NFO,5.000000,17001
145112,TIINDIA28JUL263360PE,TIINDIA,28JUL2026,336000.000000,200,OPTSTK,NFO,5.000000,8001
145114,TIINDIA28JUL263400PE,TIINDIA,28JUL2026,340000.000000,200,OPTSTK,NFO,5.000000,8001
145116,TIINDIA28JUL263440PE,TIINDIA,28JUL2026,344000.000000,200,OPTSTK,NFO,5.000000,8001
145121,TIINDIA28JUL263560CE,TIINDIA,28JUL2026,356000.000000,200,OPTSTK,NFO,5.000000,8001
70173,AMBUJACEM25AUG26390PE,AMBUJACEM,25AUG2026,39000.000000,1200,OPTSTK,NFO,5.000000,60001
70190,AMBUJACEM25AUG26440PE,AMBUJACEM,25AUG2026,44000.000000,1200,OPTSTK,NFO,5.000000,60001
70192,AMBUJACEM25AUG26450PE,AMBUJACEM,25AUG2026,45000.000000,1200,OPTSTK,NFO,5.000000,60001
70228,ASTRAL28JUL261280CE,ASTRAL,28JUL2026,128000.000000,425,OPTSTK,NFO,5.000000,17001
79404,NIFTY30JUN2620600CE,NIFTY,30JUN2026,2060000.000000,65,OPTIDX,NFO,5.000000,1801
79416,BRITANNIA28JUL265450PE,BRITANNIA,28JUL2026,545000.000000,125,OPTSTK,NFO,5.000000,3751
79418,BRITANNIA28JUL265550CE,BRITANNIA,28JUL2026,555000.000000,125,OPTSTK,NFO,5.000000,3751
79422,BRITANNIA28JUL265650PE,BRITANNIA,28JUL2026,565000.000000,125,OPTSTK,NFO,5.000000,3751
145122,TIINDIA28JUL263560PE,TIINDIA,28JUL2026,356000.000000,200,OPTSTK,NFO,5.000000,8001
145168,SIEMENS28JUL263850PE,SIEMENS,28JUL2026,385000.000000,175,OPTSTK,NFO,5.000000,7001
145169,SIEMENS28JUL263950CE,SIEMENS,28JUL2026,395000.000000,175,OPTSTK,NFO,5.000000,7001
145208,SIEMENS25AUG263500PE,SIEMENS,25AUG2026,350000.000000,175,OPTSTK,NFO,5.000000,7001
70251,AMBUJACEM25AUG26500PE,AMBUJACEM,25AUG2026,50000.000000,1200,OPTSTK,NFO,5.000000,60001
70275,ANGELONE28JUL26295PE,ANGELONE,28JUL2026,29500.000000,2500,OPTSTK,NFO,5.000000,75001
70277,ANGELONE28JUL26305PE,ANGELONE,28JUL2026,30500.000000,2500,OPTSTK,NFO,5.000000,75001
70279,ANGELONE28JUL26315PE,ANGELONE,28JUL2026,31500.000000,2500,OPTSTK,NFO,5.000000,75001
79435,BRITANNIA28JUL265750PE,BRITANNIA,28JUL2026,575000.000000,125,OPTSTK,NFO,5.000000,3751
79456,NIFTY30JUN2621150CE,NIFTY,30JUN2026,2115000.000000,65,OPTIDX,NFO,5.000000,1801
79459,NIFTY30JUN2621150PE,NIFTY,30JUN2026,2115000.000000,65,OPTIDX,NFO,5.000000,1801
79484,NIFTY30JUN2621800CE,NIFTY,30JUN2026,2180000.000000,65,OPTIDX,NFO,5.000000,1801
70282,ANGELONE28JUL26335CE,ANGELONE,28JUL2026,33500.000000,2500,OPTSTK,NFO,5.000000,75001
70330,ANGELONE25AUG26290PE,ANGELONE,25AUG2026,29000.000000,2500,OPTSTK,NFO,5.000000,75001
70343,ANGELONE25AUG26330CE,ANGELONE,25AUG2026,33000.000000,2500,OPTSTK,NFO,5.000000,75001
70344,ANGELONE25AUG26330PE,ANGELONE,25AUG2026,33000.000000,2500,OPTSTK,NFO,5.000000,75001
79486,NIFTY30JUN2621850CE,NIFTY,30JUN2026,2185000.000000,65,OPTIDX,NFO,5.000000,1801
79500,BPCL30JUN26255PE,BPCL,30JUN2026,25500.000000,1975,OPTSTK,NFO,5.000000,79001
79506,NIFTY30JUN2621900PE,NIFTY,30JUN2026,2190000.000000,65,OPTIDX,NFO,5.000000,1801
79514,NIFTY30JUN2622150CE,NIFTY,30JUN2026,2215000.000000,65,OPTIDX,NFO,5.000000,1801
145219,SIEMENS25AUG263800CE,SIEMENS,25AUG2026,380000.000000,175,OPTSTK,NFO,5.000000,7001
145246,MAXHEALTH30JUN26800PE,MAXHEALTH,30JUN2026,80000.000000,525,OPTSTK,NFO,5.000000,21001
145247,MAXHEALTH30JUN26820CE,MAXHEALTH,30JUN2026,82000.000000,525,OPTSTK,NFO,5.000000,21001
145261,MAXHEALTH30JUN26920CE,MAXHEALTH,30JUN2026,92000.000000,525,OPTSTK,NFO,5.000000,21001
79528,NIFTY30JUN2622550CE,NIFTY,30JUN2026,2255000.000000,65,OPTIDX,NFO,5.000000,1801
79535,NIFTY30JUN2622700PE,NIFTY,30JUN2026,2270000.000000,65,OPTIDX,NFO,5.000000,1801
79539,NIFTY30JUN2622800PE,NIFTY,30JUN2026,2280000.000000,65,OPTIDX,NFO,5.000000,1801
79544,NIFTY30JUN2622950CE,NIFTY,30JUN2026,2295000.000000,65,OPTIDX,NFO,5.000000,1801
70355,ASTRAL28JUL261560CE,ASTRAL,28JUL2026,156000.000000,425,OPTSTK,NFO,5.000000,17001
70362,ANGELONE25AUG26350PE,ANGELONE,25AUG2026,35000.000000,2500,OPTSTK,NFO,5.000000,75001
70368,ANGELONE25AUG26360PE,ANGELONE,25AUG2026,36000.000000,2500,OPTSTK,NFO,5.000000,75001
70503,APLAPOLLO28JUL261620PE,APLAPOLLO,28JUL2026,162000.000000,350,OPTSTK,NFO,5.000000,10501
145292,MAXHEALTH30JUN261080PE,MAXHEALTH,30JUN2026,108000.000000,525,OPTSTK,NFO,5.000000,21001
145294,SOLARINDS28JUL2615750CE,SOLARINDS,28JUL2026,1575000.000000,50,OPTSTK,NFO,5.000000,1501
145298,MAXHEALTH30JUN261100PE,MAXHEALTH,30JUN2026,110000.000000,525,OPTSTK,NFO,5.000000,21001
145304,MAXHEALTH30JUN261120PE,MAXHEALTH,30JUN2026,112000.000000,525,OPTSTK,NFO,5.000000,21001
79545,NIFTY30JUN2622950PE,NIFTY,30JUN2026,2295000.000000,65,OPTIDX,NFO,5.000000,1801
79552,NIFTY30JUN2623150CE,NIFTY,30JUN2026,2315000.000000,65,OPTIDX,NFO,5.000000,1801
79565,NIFTY30JUN2623200CE,NIFTY,30JUN2026,2320000.000000,65,OPTIDX,NFO,5.000000,1801
79592,BPCL30JUN26345CE,BPCL,30JUN2026,34500.000000,1975,OPTSTK,NFO,5.000000,79001
70382,ASTRAL28JUL261800PE,ASTRAL,28JUL2026,180000.000000,425,OPTSTK,NFO,5.000000,17001
70417,ANGELONE25AUG26370CE,ANGELONE,25AUG2026,37000.000000,2500,OPTSTK,NFO,5.000000,75001
70492,APLAPOLLO28JUL261580CE,APLAPOLLO,28JUL2026,158000.000000,350,OPTSTK,NFO,5.000000,10501
70504,APLAPOLLO28JUL261660CE,APLAPOLLO,28JUL2026,166000.000000,350,OPTSTK,NFO,5.000000,10501
145308,MAXHEALTH30JUN261140PE,MAXHEALTH,30JUN2026,114000.000000,525,OPTSTK,NFO,5.000000,21001
145314,MAXHEALTH30JUN261200PE,MAXHEALTH,30JUN2026,120000.000000,525,OPTSTK,NFO,5.000000,21001
145330,SOLARINDS28JUL2618250PE,SOLARINDS,28JUL2026,1825000.000000,50,OPTSTK,NFO,5.000000,1501
145341,SOLARINDS28JUL2618750CE,SOLARINDS,28JUL2026,1875000.000000,50,OPTSTK,NFO,5.000000,1501
79660,BRITANNIA25AUG264600PE,BRITANNIA,25AUG2026,460000.000000,125,OPTSTK,NFO,5.000000,3751
79661,BRITANNIA25AUG264700CE,BRITANNIA,25AUG2026,470000.000000,125,OPTSTK,NFO,5.000000,3751
79669,BRITANNIA25AUG265100CE,BRITANNIA,25AUG2026,510000.000000,125,OPTSTK,NFO,5.000000,3751
79706,NIFTY30JUN2623650PE,NIFTY,30JUN2026,2365000.000000,65,OPTIDX,NFO,5.000000,1801
70506,APLAPOLLO28JUL261700CE,APLAPOLLO,28JUL2026,170000.000000,350,OPTSTK,NFO,5.000000,10501
70660,AUBANK28JUL26820CE,AUBANK,28JUL2026,82000.000000,1000,OPTSTK,NFO,5.000000,30001
70555,AUBANK30JUN26990CE,AUBANK,30JUN2026,99000.000000,1000,OPTSTK,NFO,5.000000,30001
70560,APLAPOLLO28JUL261820PE,APLAPOLLO,28JUL2026,182000.000000,350,OPTSTK,NFO,5.000000,10501
145346,SOLARINDS28JUL2619750PE,SOLARINDS,28JUL2026,1975000.000000,50,OPTSTK,NFO,5.000000,1501
145369,TITAN30JUN263650CE,TITAN,30JUN2026,365000.000000,175,OPTSTK,NFO,5.000000,5251
145386,TITAN30JUN264450PE,TITAN,30JUN2026,445000.000000,175,OPTSTK,NFO,5.000000,5251
145389,TITAN30JUN264650CE,TITAN,30JUN2026,465000.000000,175,OPTSTK,NFO,5.000000,5251
70723,AUBANK28JUL261140CE,AUBANK,28JUL2026,114000.000000,1000,OPTSTK,NFO,5.000000,30001
70725,AUBANK28JUL261160CE,AUBANK,28JUL2026,116000.000000,1000,OPTSTK,NFO,5.000000,30001
70850,APLAPOLLO25AUG261800PE,APLAPOLLO,25AUG2026,180000.000000,350,OPTSTK,NFO,5.000000,10501
70854,APLAPOLLO25AUG261880PE,APLAPOLLO,25AUG2026,188000.000000,350,OPTSTK,NFO,5.000000,10501
79711,NIFTY30JUN2623800CE,NIFTY,30JUN2026,2380000.000000,65,OPTIDX,NFO,5.000000,1801
79716,BRITANNIA25AUG265900PE,BRITANNIA,25AUG2026,590000.000000,125,OPTSTK,NFO,5.000000,3751
79732,NIFTY30JUN2624100CE,NIFTY,30JUN2026,2410000.000000,65,OPTIDX,NFO,5.000000,1801
79738,NIFTY30JUN2624250CE,NIFTY,30JUN2026,2425000.000000,65,OPTIDX,NFO,5.000000,1801
145429,TITAN28JUL263400CE,TITAN,28JUL2026,340000.000000,175,OPTSTK,NFO,5.000000,5251
145491,TITAN28JUL264900CE,TITAN,28JUL2026,490000.000000,175,OPTSTK,NFO,5.000000,5251
145508,SOLARINDS25AUG2617500PE,SOLARINDS,25AUG2026,1750000.000000,50,OPTSTK,NFO,5.000000,1501
145619,TMPV30JUN26305PE,TMPV,30JUN2026,30500.000000,800,OPTSTK,NFO,5.000000,64001
70873,APLAPOLLO25AUG262160CE,APLAPOLLO,25AUG2026,216000.000000,350,OPTSTK,NFO,5.000000,10501
70997,APOLLOHOSP28JUL268150CE,APOLLOHOSP,28JUL2026,815000.000000,125,OPTSTK,NFO,5.000000,3751
71012,APOLLOHOSP28JUL268350CE,APOLLOHOSP,28JUL2026,835000.000000,125,OPTSTK,NFO,5.000000,3751
71043,APOLLOHOSP28JUL268650PE,APOLLOHOSP,28JUL2026,865000.000000,125,OPTSTK,NFO,5.000000,3751
79749,NIFTY30JUN2624450PE,NIFTY,30JUN2026,2445000.000000,65,OPTIDX,NFO,5.000000,1801
79770,NIFTY30JUN2624900CE,NIFTY,30JUN2026,2490000.000000,65,OPTIDX,NFO,5.000000,1801
79775,BPCL28JUL26240PE,BPCL,28JUL2026,24000.000000,1975,OPTSTK,NFO,5.000000,79001
79798,BSE28JUL263550CE,BSE,28JUL2026,355000.000000,200,OPTSTK,NFO,5.000000,6001
145620,TMPV30JUN26315CE,TMPV,30JUN2026,31500.000000,800,OPTSTK,NFO,5.000000,64001
145641,TMPV30JUN26365CE,TMPV,30JUN2026,36500.000000,800,OPTSTK,NFO,5.000000,64001
145644,TMPV30JUN26375PE,TMPV,30JUN2026,37500.000000,800,OPTSTK,NFO,5.000000,64001
145693,TMPV28JUL26400CE,TMPV,28JUL2026,40000.000000,1600,OPTSTK,NFO,5.000000,64001
71047,AUROPHARMA30JUN261260CE,AUROPHARMA,30JUN2026,126000.000000,550,OPTSTK,NFO,5.000000,16501
71059,APOLLOHOSP28JUL269250CE,APOLLOHOSP,28JUL2026,925000.000000,125,OPTSTK,NFO,5.000000,3751
71258,APOLLOHOSP25AUG267700PE,APOLLOHOSP,25AUG2026,770000.000000,125,OPTSTK,NFO,5.000000,3751
71291,APOLLOHOSP25AUG268400CE,APOLLOHOSP,25AUG2026,840000.000000,125,OPTSTK,NFO,5.000000,3751
79818,BPCL28JUL26270PE,BPCL,28JUL2026,27000.000000,1975,OPTSTK,NFO,5.000000,79001
79822,BPCL28JUL26290PE,BPCL,28JUL2026,29000.000000,1975,OPTSTK,NFO,5.000000,79001
79833,BPCL28JUL26310PE,BPCL,28JUL2026,31000.000000,1975,OPTSTK,NFO,5.000000,79001
79834,BPCL28JUL26320CE,BPCL,28JUL2026,32000.000000,1975,OPTSTK,NFO,5.000000,79001
145829,MAZDOCK30JUN262080CE,MAZDOCK,30JUN2026,208000.000000,200,OPTSTK,NFO,5.000000,9001
145831,MAZDOCK30JUN262120CE,MAZDOCK,30JUN2026,212000.000000,200,OPTSTK,NFO,5.000000,9001
145842,MAZDOCK30JUN262320PE,MAZDOCK,30JUN2026,232000.000000,200,OPTSTK,NFO,5.000000,9001
145847,MAZDOCK30JUN262440CE,MAZDOCK,30JUN2026,244000.000000,200,OPTSTK,NFO,5.000000,9001
71309,APOLLOHOSP25AUG269200CE,APOLLOHOSP,25AUG2026,920000.000000,125,OPTSTK,NFO,5.000000,3751
